platform,has_profile_pic,bio_length,username_randomness,followers,following,follower_following_ratio,account_age_days,posts,posts_per_day,caption_similarity_score,content_similarity_score,follow_unfollow_rate,spam_comments_rate,generic_comment_rate,suspicious_links_in_bio,verified,is_fake,username,username_length,digits_count,digit_ratio,special_char_count,repeat_char_count
X,0,159,1,419,680,0.615271659,,201,0.07587769,0.327435595,0.302144613,231,53,39,0,0,1,bot_o3mlu,9,1,0.111111111,1,0
,1,,1,,719,0.547222222,2726,233,0.085441878,0.900148869,0.162068681,360,178,101,0,0,1,user_714953,11,6,0.545454545,1,0
,,229,0,387,676,0.571639586,3339,191,0.057185629,,0.927790371,237,80,143,1,,1,lcsn3kwyb1,10,2,0.2,0,0
Instagram,0,190,0,420,736,0.569877883,2141,216,0.100840336,0.273775635,0.39786413,71,131,,0,0,1,user_478560,11,6,0.545454545,1,0
Instagram,0,165,0,389,709,0.547887324,4524,207,0.045745856,0.494371795,0.449705145,87,36,119,0,0,0,anna4383,8,4,0.5,0,1
Facebook,0,119,,405,654,,,186,,0.913174784,0.802640781,,198,17,1,0,0,suresh_8620,11,4,0.363636364,1,0
Instagram,1,,1,385,707,0.543785311,3814,171,0.044823067,0.708514255,0.512973473,373,62,1,1,0,0,maria.5066,10,4,0.4,1,1
Facebook,1,52,1,409,731,0.558743169,4201,202,0.048072347,0.677483215,0.119755482,90,50,119,0,0,1,acc_qu59z98f,12,4,0.333333333,1,1
Facebook,1,221,0,379,690,0.548480463,,211,0.093445527,0.726077265,,449,135,145,0,0,0,tariq251,8,3,0.375,0,0
X,1,194,,406,693,0.585014409,3646,,0.05812997,0.659640611,0.630524043,438,0,53,0,0,0,sofia2739,9,4,0.444444444,0,0
Facebook,1,155,1,399,682,0.584187408,3060,186,0.060764456,0.75979636,0.719209088,19,,96,0,1,0,mia,3,0,0,0,0
X,1,130,0,394,698,0.563662375,2522,227,0.089972255,0.192762022,0.645351853,434,80,72,0,1,1,acc_6y8uhu06,12,4,0.333333333,1,1
Instagram,1,236,1,394,682,0.576866764,3418,216,0.063176367,0.177258287,0.119180719,,104,142,,1,0,sofia.6763,10,4,0.4,1,0
Instagram,1,245,1,398,,,12,197,15.15384615,0.362163344,0.304344525,83,182,91,0,0,0,ali624,6,3,0.5,0,0
,1,225,0,374,729,0.512328767,4745,184,0.03876949,0.850959779,0.733564645,,111,7,1,0,0,omar_3314,9,4,0.444444444,1,1
Instagram,1,207,1,387,687,0.5625,3267,231,,0.714454215,0.880190194,,136,99,,1,1,user_647012,11,6,0.545454545,1,0
X,0,,1,,,0.553072626,3146,189,0.060057197,0.566473343,0.047186415,125,178,38,0,1,1,bot_7r7bk,9,2,0.222222222,1,0
Instagram,1,,1,412,,,875,226,0.257990868,0.019447437,0.042229108,50,143,135,0,1,0,rahul_7872,10,4,0.4,1,0
Facebook,0,165,0,402,736,0.545454545,2434,207,0.085010267,0.235802284,0.643404529,17,180,105,1,0,1,xpkgr1442,9,4,0.444444444,0,1
Facebook,0,,0,375,693,0.540345821,884,194,0.21920904,0.803513943,0.548046154,460,58,,0,0,0,mina1353,8,4,0.5,0,0
Facebook,0,246,1,387,723,0.534530387,,163,0.035038693,0.242486693,0.155339051,336,44,82,1,1,0,layla.604,9,3,0.333333333,1,0
X,0,71,1,363,702,0.516358464,3986,215,0.053925257,0.730290197,,442,164,26,1,0,1,user_983601,11,6,0.545454545,1,0
Instagram,,61,1,401,704,0.568794326,1580,194,0.122707147,0.184634265,0.974487344,352,90,76,0,1,0,arjun,5,0,0,0,0
Instagram,0,184,0,389,,0.558908046,3772,201,0.053273257,0.606367558,0.63090022,116,,37,0,1,1,acc_qnfg4t0b,12,2,0.166666667,1,1
Instagram,1,5,0,388,659,0.587878788,353,189,0.533898305,0.628211367,0.449141156,123,191,20,0,1,1,q8ddg5599o,10,5,0.5,0,3
X,1,205,0,413,662,0.622926094,1507,189,0.125331565,0.751966226,0.827532488,27,35,,0,,0,martin8758,10,4,0.4,0,0
,0,31,1,419,726,0.576341128,3488,,0.054456864,0.438342401,0.212822486,452,75,29,1,1,0,amina.2988,10,4,0.4,1,1
Facebook,1,98,1,407,730,0.556771546,,200,0.070101647,0.632674699,0.414326431,411,49,94,1,0,0,fatima9500,10,4,0.4,0,1
Instagram,0,137,1,418,766,0.544980443,2030,189,,0.486969789,0.527767892,344,98,,0,1,0,binta,5,0,0,0,0
Facebook,0,130,1,408,720,0.565880721,1847,194,0.104978355,0.947338045,0.504539892,467,,51,1,1,0,yusuf_1738,10,4,0.4,1,0
Facebook,1,186,1,394,761,0.517060367,2391,202,0.084448161,,0.920972469,468,180,105,0,0,1,t2af8woxgm,10,2,0.2,0,0
X,1,75,0,401,698,0.573676681,4031,204,0.050595238,0.209597883,0.292668107,140,184,40,,0,0,tariq.9010,10,4,0.4,1,0
X,0,176,1,410,687,0.595930233,3439,195,0.056686047,0.667892549,0.056503721,5,146,80,0,1,1,gvxrj1032,9,4,0.444444444,0,0
X,1,58,1,399,696,0.572453372,2384,207,0.086792453,0.548467328,0.916377205,156,153,23,0,0,0,dmitri,6,0,0,0,0
X,1,30,,409,681,0.599706745,3368,203,0.060255269,0.803829497,0.217067657,105,117,147,1,1,1,bot_wn13f,9,2,0.222222222,1,0
Instagram,1,92,0,,734,0.523809524,4981,198,0.039743075,0.176911598,0.379027974,118,99,102,1,1,0,yumi.2275,9,4,0.444444444,1,1
,0,68,1,410,685,0.597667638,1466,190,0.129516019,0.260939603,0.530891625,,67,1,1,0,0,ananya.3729,11,4,0.363636364,1,0
Facebook,0,189,0,381,693,0.548991354,2152,,0.093358105,0.921629107,0.975880471,28,111,,0,1,0,mia.8181,8,4,0.5,1,0
Instagram,1,51,0,416,,0.562162162,,213,,0.930026113,0.535268442,165,170,50,1,1,0,michael,7,0,0,0,0
Facebook,1,88,0,387,684,0.564963504,574,206,0.35826087,,0.447743307,,126,128,0,1,1,dlycp7844,9,4,0.444444444,0,1
Facebook,1,126,0,403,700,0.57489301,775,227,0.292525773,0.047751182,0.58363848,,,90,0,1,0,layla,5,0,0,0,0
Facebook,1,,0,406,,0.574257426,3366,210,0.062370062,0.306555069,0.97080816,285,121,100,,,0,dmitri,6,0,0,0,0
X,1,30,1,,730,0.621067031,4339,187,0.043087558,0.247122654,0.817944599,369,185,113,0,1,0,sofia,5,0,0,0,0
X,0,212,1,385,691,0.556358382,,219,0.055696846,0.414676852,0.168968136,95,126,5,1,1,0,max,3,0,0,0,0
Instagram,1,249,0,407,698,0.582260372,2681,,0.084265474,,0.803260015,376,102,53,0,,1,bot_bekmo,9,0,0,1,0
,0,83,,401,689,0.58115942,4961,200,0.040306328,0.828992344,0.84109906,442,58,26,0,0,1,bot_t9jqm,9,1,0.111111111,1,0
X,1,,0,435,750,0.579227696,2221,214,0.096309631,0.003036019,,214,45,79,0,,1,ldk16ol6re,10,3,0.3,0,0
Facebook,0,126,1,424,711,,1440,221,0.153365718,0.644631854,0.657233459,230,195,62,1,1,0,dmitri7578,10,4,0.4,0,0
Instagram,1,149,1,424,668,0.633781764,,230,0.321678322,0.664270225,0.440877001,57,39,98,1,0,0,anna,4,0,0,0,1
X,0,131,0,405,709,,576,207,,,0.641695387,393,140,90,1,1,1,acc_nm5t2yzv,12,2,0.166666667,1,1
X,1,12,1,398,690,0.575976845,2982,182,0.061012404,,0.737574972,,120,34,0,0,0,tariq,5,0,0,0,0
X,0,44,1,419,,0.566216216,70,183,2.577464789,0.611104073,0.122820248,404,104,57,1,0,1,user_018811,11,6,0.545454545,1,2
Facebook,0,126,0,436,,,3765,194,0.051513542,,0.25732996,183,8,35,1,0,1,acc_mjotke1f,12,1,0.083333333,1,1
X,0,169,,378,715,,4939,205,0.041497976,0.784196779,0.194081879,281,65,101,0,1,1,ajwlw1070,9,4,0.444444444,0,0
X,0,113,,384,700,0.547788873,2377,200,0.084104289,0.034625377,0.841211837,270,52,91,0,1,0,mateo.9945,10,4,0.4,1,1
X,0,176,1,403,677,0.59439528,2206,203,0.091980063,0.030436536,0.680002592,208,80,55,1,0,0,satish_6210,11,4,0.363636364,1,0
X,0,19,1,347,709,,918,202,0.219804135,0.838944813,0.45077854,162,3,66,1,0,1,19yu147n6x,10,6,0.6,0,0
Instagram,1,243,0,422,717,0.587743733,2746,193,0.070258464,0.574729688,0.82605575,88,,56,0,1,0,suresh6303,10,4,0.4,0,0
Instagram,0,204,0,392,751,0.521276596,743,197,0.264784946,0.957427335,,270,141,30,1,,0,oliver7955,10,4,0.4,0,1
X,1,80,0,407,714,0.569230769,4151,206,0.049614644,0.431591597,0.913593082,96,104,130,0,0,0,omar,4,0,0,0,0
Facebook,1,181,1,411,,,2534,206,,0.176741821,0.076806996,74,135,51,0,0,1,uctihfzaam,10,0,0,0,1
Instagram,1,163,1,396,703,,1838,192,0.104404568,0.473234912,0.509157382,87,96,104,,0,1,user_133515,11,6,0.545454545,1,1
X,1,224,0,,742,0.506056528,,208,0.150943396,0.436544308,0.706747904,5,189,110,0,,0,marco.6725,10,4,0.4,1,0
Instagram,1,128,1,368,698,0.526466381,410,194,0.472019465,0.517177381,0.207493187,155,172,91,1,1,0,yuki4739,8,4,0.5,0,0
Instagram,0,142,0,384,696,0.550932568,3008,216,0.071784646,0.807947234,0.327126232,62,91,36,0,0,0,oliver3334,10,4,0.4,0,1
Facebook,0,204,1,365,667,0.546407186,2953,188,0.063642519,0.655583988,0.418976251,28,194,116,0,1,1,user_442713,11,6,0.545454545,1,1
X,0,16,0,402,698,0.575107296,,190,0.044769086,0.185275327,0.794325618,303,189,66,1,1,0,sofia_2012,10,4,0.4,1,0
X,1,151,1,365,698,0.522174535,1680,219,0.130279595,0.734477256,0.493576201,190,77,48,1,0,0,omar.3338,9,4,0.444444444,1,1
Facebook,0,57,1,408,747,0.545454545,1715,,0.121794872,0.591896213,0.492870033,441,82,,1,1,1,user_053066,11,6,0.545454545,1,1
Facebook,0,71,0,386,734,0.525170068,1198,,,,0.430887619,404,69,,0,1,1,bplvg3938,9,4,0.444444444,0,0
,0,241,0,438,709,0.616901408,2338,201,0.08593416,,0.228589089,203,35,,0,0,1,bot_pclx4,9,1,0.111111111,1,0
,0,218,0,417,777,0.535989717,3217,214,,0.563965459,0.923071536,277,83,70,0,0,1,acc_vhtyv994,12,3,0.25,1,2
Facebook,0,108,0,416,,0.564450475,2957,,0.070317782,0.457513736,,,128,31,,1,0,mina464,7,3,0.428571429,0,0
Instagram,1,22,0,381,,0.562776957,3194,,0.069483568,0.640380283,0.567465661,84,187,,,1,0,zuri.7071,9,4,0.444444444,1,0
Instagram,0,173,,416,687,0.604651163,27,,7.178571429,,0.148779736,334,,135,0,0,1,ldosw3062,9,4,0.444444444,0,0
Facebook,1,71,0,418,721,0.578947368,3138,196,0.062440268,0.225766943,0.434243392,440,139,67,0,1,1,acc_617tm76a,12,5,0.416666667,1,1
Instagram,1,7,0,406,726,0.558459422,2974,174,0.058487395,0.497049894,0.903803516,209,74,69,0,,1,8295b7i66f,10,7,0.7,0,1
Facebook,1,,0,372,702,0.52916074,,193,0.060940954,0.458172463,0.995465239,137,99,47,1,0,1,bot_sksfh,9,0,0,1,0
,,217,,385,681,0.564516129,1091,,0.174908425,0.039903271,0.361751857,277,144,95,1,0,0,yusuf,5,0,0,0,0
Instagram,1,110,0,452,,0.605898123,250,207,0.824701195,0.834438656,0.153990546,171,174,107,0,1,0,kojo.4051,9,4,0.444444444,1,0
X,0,186,1,373,701,0.531339031,142,199,1.391608392,0.377382024,0.314451527,339,52,45,1,0,1,gfb219y4w7,10,5,0.5,0,0
X,,12,0,365,736,0.495251018,267,218,0.813432836,,0.327241768,338,66,66,1,1,0,riya_5049,9,4,0.444444444,1,0
Instagram,0,,0,380,682,0.55636896,4311,207,0.048005566,0.457899097,0.644508794,155,9,28,1,0,1,8rko3ifw40,10,4,0.4,0,0
Instagram,1,228,0,425,695,0.610632184,489,230,0.469387755,0.161480806,0.496156724,228,45,82,,0,1,bot_6kwe6,9,2,0.222222222,1,0
X,0,240,1,433,672,0.643387816,496,212,0.426559356,0.704414415,,305,82,137,0,1,1,user_109727,11,6,0.545454545,1,0
,,155,1,,736,0.534599729,480,227,0.471933472,0.571771575,0.701303284,178,116,,0,0,0,camila,6,0,0,0,0
X,1,216,0,364,735,0.494565217,2691,211,0.078380386,0.270113807,0.251308724,246,3,,1,0,0,tariq6881,9,4,0.444444444,0,1
Facebook,1,188,0,409,712,0.573632539,4097,,0.048316252,0.950473859,0.78425569,491,56,144,1,1,0,john_4167,9,4,0.444444444,1,0
Instagram,1,15,1,393,651,,3081,212,0.068786502,0.291745348,0.847461867,384,37,21,0,,0,mia_9409,8,4,0.5,1,0
X,1,118,1,385,750,0.5126498,4937,190,0.038477116,0.554996907,0.59839019,161,139,99,1,0,0,oliver,6,0,0,0,0
Instagram,0,1,,386,754,0.511258278,2428,201,0.082750103,0.801567824,0.927667709,162,30,13,1,0,0,jessica_4454,12,4,0.333333333,1,2
Facebook,1,245,0,,685,0.644314869,844,192,0.227218935,0.513892298,0.782948123,217,129,5,,1,0,zuri4048,8,4,0.5,0,0
Facebook,1,209,0,457,721,0.632963989,,210,0.06527821,0.960855676,0.595395907,316,128,46,1,0,0,fatima_754,10,3,0.3,1,0
X,0,144,1,421,736,0.571234735,3912,205,0.052389471,0.843854567,0.906165997,285,80,147,0,0,0,nikolai729,10,3,0.3,0,0
Facebook,0,29,0,391,746,0.523427041,4078,,0.051238049,0.921019014,0.60035848,,24,143,1,0,0,priya_6999,10,4,0.4,1,1
Instagram,,102,1,405,737,0.548780488,2350,218,0.092726499,0.372702584,0.521191127,461,4,33,1,1,0,carlos,6,0,0,0,0
X,0,12,1,409,729,0.560273973,650,190,0.291858679,0.548355417,0.35625834,486,47,,1,1,1,juopf9951,9,4,0.444444444,0,1
Instagram,1,95,1,361,672,0.53640416,1894,199,0.105013193,0.840166295,0.882863331,451,141,7,1,1,0,maria,5,0,0,0,0
Instagram,1,241,0,395,,0.580882353,2857,195,0.068229531,0.903500034,0.122727171,203,51,21,1,1,0,jessica9461,11,4,0.363636364,0,1
Facebook,0,,1,428,,0.587912088,3251,178,0.054735547,0.944363578,,215,73,67,1,0,0,suresh_2129,11,4,0.363636364,1,0
Facebook,0,237,1,404,677,0.595870206,2387,187,0.078308208,0.879151993,0.537413332,423,,33,1,1,1,fgxbz6400,9,4,0.444444444,0,1
Facebook,,93,,387,729,0.530136986,1726,,0.108859294,0.730754904,0.554749107,222,152,,1,1,0,martin2847,10,4,0.4,0,0
Facebook,1,81,,401,704,0.568794326,1355,212,0.156342183,0.024214806,0.65188983,192,98,120,0,1,0,sakura.5795,11,4,0.363636364,1,0
Facebook,1,12,0,,724,0.56137931,1294,188,0.145173745,0.314953449,0.505795624,292,66,22,0,1,0,binta8560,9,4,0.444444444,0,0
X,0,170,1,380,,0.545977011,3047,204,0.066929134,0.128936285,0.256818148,191,118,,0,0,0,omar7292,8,4,0.5,0,0
,1,212,0,365,719,0.506944444,3259,200,0.061349693,0.154758601,,384,177,116,0,1,0,mina3238,8,4,0.5,0,0
Instagram,1,93,1,432,700,0.616262482,2714,,0.074401473,0.290907187,0.657525328,398,102,23,1,1,0,mina,4,0,0,0,0
Instagram,1,148,1,409,,0.57122905,404,200,0.49382716,0.074740457,,268,32,140,0,0,0,michael_6372,12,4,0.333333333,1,0
Instagram,1,111,1,410,704,0.581560284,3973,214,0.053850025,0.243031812,0.276043491,412,144,68,0,,1,bot_j5dof,9,1,0.111111111,1,0
Facebook,1,54,1,383,755,0.506613757,,182,0.04511651,0.956978837,0.637056895,438,197,79,1,1,1,bot_1p499,9,4,0.444444444,1,1
Instagram,0,80,,399,,0.587628866,1547,,0.125968992,0.311943579,0.714173745,300,33,59,1,1,0,haruto_3156,11,4,0.363636364,1,0
X,1,167,0,395,746,0.528781794,2607,201,0.077070552,0.15971307,0.38340516,259,153,37,1,,0,tao,3,0,0,0,0
X,1,210,0,401,,,2826,227,0.080297135,0.71830018,0.812244118,191,169,76,1,0,1,user_554775,11,6,0.545454545,1,2
Instagram,1,115,1,416,639,,1853,189,0.101941748,0.82850515,0.002508775,270,158,84,,1,0,saif3372,8,4,0.5,0,1
Instagram,1,142,1,455,710,0.639943741,4207,,0.046340304,0.31403785,0.59491975,491,112,128,,0,0,luna,4,0,0,0,0
X,0,200,1,419,710,0.58931083,813,198,0.243243243,0.278497311,0.61356847,103,50,,1,0,0,haruto.3431,11,4,0.363636364,1,0
X,0,,0,403,689,0.584057971,,190,0.056279621,0.241759548,0.533843093,431,35,113,1,0,0,chris,5,0,0,0,0
Facebook,0,201,0,,653,0.597859327,930,183,0.196562836,0.393261239,0.630048487,203,12,79,1,0,1,user_131220,11,6,0.545454545,1,1
X,1,,1,376,727,0.516483516,4982,203,0.040738511,0.087231758,0.167226857,183,84,108,0,1,1,user_873940,11,6,0.545454545,1,0
Facebook,1,222,,405,727,0.556318681,4076,230,0.05641403,0.669129227,0.684781482,216,12,140,1,0,1,hsghee4efs,10,1,0.1,0,1
,0,,1,390,,0.541666667,,182,0.054736842,0.822226325,0.335788963,90,31,,1,1,0,tao8369,7,4,0.571428571,0,0
Facebook,,214,,380,676,0.561299852,175,217,,0.66368228,0.452053743,197,132,127,0,0,0,noah,4,0,0,0,0
Facebook,0,127,1,,725,0.523415978,1364,231,0.169230769,0.42119969,0.333109364,470,11,78,0,1,0,layla_9067,10,4,0.4,1,0
Facebook,1,179,,415,,0.591168091,2896,166,0.057300656,0.288962247,0.473936203,398,186,4,1,1,0,satish,6,0,0,0,0
,1,157,1,449,715,0.627094972,1038,193,0.185755534,0.409446165,0.621569227,,168,126,0,1,0,satish_7711,11,4,0.363636364,1,2
,0,160,1,,686,,3012,205,0.0680385,0.423837485,0.838343471,196,,85,0,0,1,user_469187,11,6,0.545454545,1,0
Facebook,,56,,412,732,0.56207367,2091,,0.098948375,0.666020828,,470,67,85,1,0,1,acc_j873rgn9,12,4,0.333333333,1,1
X,,51,0,404,757,0.53298153,461,181,0.391774892,0.928060356,0.323223828,78,105,138,0,,0,kiran_5524,10,4,0.4,1,1
X,1,,0,411,748,0.548731642,2753,191,0.069353667,0.070586489,0.487941879,216,175,23,0,0,1,user_538124,11,6,0.545454545,1,0
Facebook,1,181,0,412,717,0.573816156,149,207,1.38,0.953353593,0.688803664,315,170,44,1,,1,user_321376,11,6,0.545454545,1,0
Instagram,1,110,1,387,710,0.544303797,4434,184,0.041488162,0.910201284,0.346700717,93,,110,0,0,0,giulia.9301,11,4,0.363636364,1,0
,0,0,0,418,680,0.613803231,1134,190,0.167400881,0.1177323,,171,40,33,0,0,0,jose,4,0,0,0,0
Instagram,0,43,1,,,0.589781022,354,192,0.54084507,0.183585031,0.562839817,42,55,138,,0,0,chris_7365,10,4,0.4,1,0
X,1,226,0,,660,0.635400908,1108,,0.151487827,0.311595601,0.294009264,131,68,149,1,1,0,michael.9472,12,4,0.333333333,1,0
Instagram,0,74,1,422,683,0.616959064,2603,209,0.080261137,0.559666041,,76,10,121,0,1,0,jose4123,8,4,0.5,0,0
Instagram,,97,0,380,,0.508701473,2114,189,0.089361702,0.134476196,0.140392284,433,,108,0,0,1,acc_1l16jtp5,12,4,0.333333333,1,1
Instagram,0,207,1,387,667,0.579341317,4095,,0.050537109,0.200334953,0.352609983,231,112,22,0,1,0,yuki_52,7,2,0.285714286,1,0
X,0,8,0,391,743,,,214,0.058041768,0.902675294,0.048342906,38,,28,0,0,0,ahmed,5,0,0,0,0
,0,31,0,409,728,0.561042524,,186,0.05798005,0.109300631,0.583482527,53,21,,0,1,0,sarah,5,0,0,0,0
Instagram,0,,0,408,713,0.571428571,1110,199,0.179117912,0.398878265,0.175909366,,84,51,1,1,0,ashley_4891,11,4,0.363636364,1,0
Instagram,1,139,1,410,715,0.572625698,4180,206,0.049270509,0.763001778,0.377394792,187,5,88,0,1,1,acc_50k95fai,12,4,0.333333333,1,1
Facebook,0,224,0,411,721,0.569252078,1978,,0.099545225,0.888583117,0.269222815,463,25,,0,0,1,user_043870,11,6,0.545454545,1,0
Instagram,1,,0,409,697,0.585959885,227,192,0.842105263,0.336042563,0.630389966,418,143,121,1,1,0,valentina2367,13,4,0.307692308,0,0
Facebook,1,205,0,396,728,0.543209877,2940,211,0.071744305,,0.850345661,309,,141,,0,0,layla488,8,3,0.375,0,1
Instagram,,248,0,412,,0.591104735,1013,203,,,0.633301043,185,34,16,0,0,0,pablo,5,0,0,0,0
Facebook,0,184,1,389,722,0.538035961,4116,182,0.044206947,0.772557759,0.542504929,317,41,,,0,0,zuri,4,0,0,0,0
X,1,135,0,411,724,0.566896552,,187,0.06016731,0.980033444,0.669083739,463,52,8,1,1,0,leo8726,7,4,0.571428571,0,0
Instagram,1,71,1,391,674,0.579259259,,202,0.051295074,0.139541851,,431,99,114,,1,0,tao.4331,8,4,0.5,1,1
Instagram,1,154,1,402,,0.529644269,2803,209,0.074536377,0.709420883,0.122844661,134,149,123,1,0,0,ahmed_1092,10,4,0.4,1,0
Instagram,0,189,1,401,634,0.631496063,1467,179,,0.417292538,0.094927236,172,180,3,,1,0,marco7398,9,4,0.444444444,0,0
Instagram,0,11,1,409,,0.574438202,,184,0.061538462,0.914629438,0.098197166,268,,147,1,0,0,kojo,4,0,0,0,0
Facebook,1,64,0,375,728,0.514403292,270,194,,0.407830884,0.260483715,436,12,35,1,0,0,ahmed.2630,10,4,0.4,1,0
Instagram,0,106,1,,,0.604444444,3807,181,0.047531513,0.445960376,0.53205226,114,10,133,,0,0,tariq.1710,10,4,0.4,1,0
X,,231,1,395,,0.555555556,1532,190,0.123939987,0.126796598,0.114681579,497,,64,1,,0,tariq,5,0,0,0,0
X,1,41,1,416,665,0.624624625,304,216,0.708196721,0.320936785,0.935116241,220,96,2,0,1,0,amina8207,9,4,0.444444444,0,0
Instagram,0,189,1,427,688,0.619738752,,213,0.043407377,0.40084047,0.854256803,38,85,36,1,1,1,user_616672,11,6,0.545454545,1,1
X,1,114,0,425,702,0.60455192,1933,192,0.099276112,0.017508754,0.971644354,339,52,108,0,0,1,ybfuz3c83c,10,3,0.3,0,0
Instagram,0,138,0,,,0.506830601,2041,198,0.096963761,,0.042500045,,8,2,0,1,0,max2671,7,4,0.571428571,0,0
Instagram,0,102,1,413,692,0.595959596,4022,189,0.046979866,0.336318551,0.851402447,220,70,142,1,0,0,chen_9493,9,4,0.444444444,1,0
X,,170,,400,680,0.587371512,142,199,1.391608392,0.803839736,0.803734075,145,,55,0,0,0,luna.2634,9,4,0.444444444,1,0
,0,94,1,,685,0.567055394,809,173,0.213580247,0.107112613,0.902105865,405,188,60,0,1,0,binta,5,0,0,0,0
X,0,,0,378,677,0.557522124,948,187,,0.760211127,0.527944168,163,9,67,0,1,0,chris6453,9,4,0.444444444,0,0
Facebook,1,224,0,417,681,0.61143695,3952,186,0.047052871,,0.787889071,360,165,,1,0,1,y06lmxw7cy,10,3,0.3,0,0
Instagram,1,159,0,410,701,0.584045584,3413,187,0.054774458,0.241782328,,436,122,,,0,0,hans_3942,9,4,0.444444444,1,0
Facebook,0,249,0,438,721,,2293,229,0.099825632,0.083271668,0.075877789,367,38,,,1,0,sakura_4086,11,4,0.363636364,1,0
X,0,220,0,389,716,0.542538354,766,194,0.252933507,0.841833446,0.118532241,483,109,22,1,1,0,mia.5840,8,4,0.5,1,0
Facebook,1,,1,365,734,0.496598639,2924,168,0.057435897,,0.914788863,327,88,13,1,,0,yumi7731,8,4,0.5,0,1
Facebook,0,,0,369,691,,939,206,0.219148936,0.14556012,0.061169349,258,93,133,0,1,0,oliver,6,0,0,0,0
,0,167,0,427,765,0.557441253,2497,,0.092073659,0.359036602,0.100149527,189,157,32,1,1,1,user_139473,11,6,0.545454545,1,0
Facebook,0,150,1,403,703,0.572443182,3563,208,0.058361392,0.400882824,0.930410403,412,106,8,1,0,0,fatima5490,10,4,0.4,0,0
Facebook,0,55,0,398,704,0.564539007,1263,200,,0.32608798,0.107392582,328,33,139,1,1,1,oyvnh9527,9,4,0.444444444,0,0
X,0,133,0,388,706,0.548797737,543,198,0.363970588,0.976481113,0.869756299,263,32,116,,0,1,bot_l9l9a,9,2,0.222222222,1,0
Facebook,0,85,0,395,,0.539617486,2680,193,0.071988064,0.880820669,0.789270788,,159,94,1,1,0,alex,4,0,0,0,0
X,0,177,,399,695,,2955,200,0.067658999,0.872975496,0.040281989,331,11,2,,0,0,john_9936,9,4,0.444444444,1,1
Facebook,1,101,0,,682,0.540263543,2932,184,0.062734402,0.398767591,0.021847397,173,86,,1,0,0,emily.9170,10,4,0.4,1,0
X,,164,1,377,707,0.532485876,2782,186,0.066834351,0.96286964,0.534388384,91,92,35,0,1,0,dmitri,6,0,0,0,0
X,1,236,,413,710,0.580872011,4240,209,0.04928083,0.684015296,0.997175404,439,106,140,1,1,0,arjun.9196,10,4,0.4,1,0
Facebook,1,191,0,398,686,0.579330422,2992,202,0.067490812,0.831994669,0.87883016,105,192,12,0,1,1,lysnz4131,9,4,0.444444444,0,0
,1,242,0,416,666,,2613,199,0.076128539,0.500875125,0.310025433,244,9,84,1,1,0,sofia4474,9,4,0.444444444,0,1
Facebook,0,,0,,634,0.661417323,3649,200,0.054794521,,0.386309234,304,,42,0,0,0,tariq.7834,10,4,0.4,1,0
Instagram,0,199,0,398,679,0.585294118,,186,0.154870941,0.886885505,0.387905996,42,18,127,1,1,1,epgcyuqu0z,10,1,0.1,0,0
Instagram,0,232,1,436,679,,,207,0.097687588,0.486426739,0.734178816,393,22,46,1,1,0,marco_8599,10,4,0.4,1,1
Instagram,0,176,0,386,647,,2681,178,0.066368382,0.968554909,0.341132753,,127,18,0,0,1,bot_gmj58,9,2,0.222222222,1,0
X,1,226,1,394,743,0.529569892,2849,181,0.063508772,0.254861011,0.147797061,440,84,82,0,0,0,ali1086,7,4,0.571428571,0,0
Facebook,0,114,1,366,685,0.533527697,4689,201,0.042857143,,0.747107409,257,184,96,1,,0,sofia5717,9,4,0.444444444,0,0
X,0,138,1,385,687,0.559593023,4663,204,,0.222424682,0.458015618,320,106,98,1,1,1,acc_c3aawoep,12,1,0.083333333,1,2
Instagram,1,87,1,397,697,0.568767908,4787,197,0.041144528,0.368166758,0.076778724,,98,147,1,0,0,tariq.7060,10,4,0.4,1,0
Facebook,0,48,1,,713,0.56162465,3682,208,0.056475699,0.594016523,,,58,28,0,1,1,acc_0eq7ymlv,12,2,0.166666667,1,1
X,0,148,0,401,675,0.593195266,3496,191,0.054618244,0.693323059,0.585311264,463,181,127,,0,1,hvrcj8653,9,4,0.444444444,0,0
Facebook,1,114,1,370,743,0.497311828,665,206,0.309309309,0.720282169,,425,73,71,1,1,1,bot_mxvoi,9,0,0,1,0
X,0,193,1,381,723,0.526243094,4502,214,0.047523873,0.476252409,0.673343167,441,,,,0,0,kiran,5,0,0,0,0
Facebook,0,62,0,440,698,0.629470672,3163,190,0.060050569,0.076826957,0.505367683,476,47,37,,0,0,zuri,4,0,0,0,0
Instagram,,,0,400,,0.558659218,3366,184,0.054648055,0.496048152,0.648420148,,5,123,1,1,1,bot_upnwo,9,0,0,1,0
,0,82,1,424,694,0.610071942,1417,208,0.146685472,0.334687953,0.867488545,,42,,0,1,1,j7m0nfltrm,10,2,0.2,0,0
Facebook,0,102,1,416,649,0.64,3109,,0.05562701,0.657655609,,102,144,32,,,1,acc_tb52ir85,12,4,0.333333333,1,1
